,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PCDHGA2 (56113),0.4193209580191651,-0.6016740013209124,0.2462638872193274,-2.4432084140093586,0.014557327831402742,0.027655063380842712
LMCD1 (29995),20.653506843496586,-0.6030417577449704,0.11258723146909894,-5.356218017586508,8.498195921311683e-08,4.5659700239794606e-07
USP9Y (8287),4.962046615317705,-0.6031842416632153,0.2287434373890316,-2.636946653194512,0.008365598648429798,0.01683371165354191
FNIP2 (57600),5.886408177253129,-0.603469397396501,0.067898118066554,-8.88786632944639,6.229355915342541e-19,2.2419992385721416e-17
DIXDC1 (85458),3.9346083860874033,-0.6035187352158238,0.08654847028170372,-6.973187778495112,3.098386162983592e-12,3.5966833190922934e-11
CA12 (771),15.566838883027629,-0.6035803225811316,0.18679215267908925,-3.231293787903866,0.0012323120695542677,0.0029604034538941596
GPX8 (493869),40.50259701542894,-0.6040908410760678,0.10817400712568741,-5.584436198006185,2.3445956938019032e-08,1.380657695819694e-07
HOXD8 (3234),4.087498997348869,-0.6042681624342932,0.14010867409663708,-4.31285333567222,1.6116103256368777e-05,5.6924546657718433e-05
ARHGAP20 (57569),0.5514509525002018,-0.6051875884264908,0.24316853247813164,-2.488757826759167,0.012819025156644341,0.02466786042106218
SKAP1 (8631),5.923263238602056,-0.6058289233401396,0.2635485800849665,-2.2987371935178853,0.021519867155617864,0.03921840298741734
PIK3CD (5293),9.047140056409878,-0.605896524983985,0.11611524201428945,-5.2180619397875585,1.8080500599198615e-07,9.152890540968752e-07
FCRLB (127943),0.8734216203213064,-0.6059421239747961,0.16949801613307422,-3.574921629165654,0.0003503328208645784,0.0009400249511675257
PDE10A (10846),5.964126233860064,-0.6062277006789988,0.18941645639688182,-3.2005017526501387,0.001371885350423038,0.003264362364387739
GEM (2669),8.312434977354037,-0.6070343915813775,0.12268605921796064,-4.947867715784539,7.503087007754285e-07,3.394909976757708e-06
TNC (3371),63.965554734332486,-0.6079694869609095,0.1649090955072482,-3.6866946913439813,0.00022718564640355186,0.0006323185246926853
GALNT5 (11227),5.85290302596869,-0.6081071136450298,0.2089882483012879,-2.909767025600177,0.0036169826370910886,0.007849410007035231
GLUD2 (2747),0.9115518903391104,-0.6083346099653751,0.15045152536394982,-4.043392770487259,5.268325609364749e-05,0.00016703516674582844
MICAL1 (64780),19.493659963426417,-0.6093369214244819,0.06906825163945493,-8.822243316731083,1.1218914619801564e-18,3.869911817648837e-17
TSPAN4 (7106),60.687938892855975,-0.6093660750485382,0.07077935499521534,-8.609375927341118,7.345938190545375e-18,2.2398717531094257e-16
RND3 (390),55.24994742112992,-0.6106746444308475,0.10495183728023158,-5.818617951396954,5.933618171451451e-09,3.884450035496706e-08
APOE (348),54.402123877662326,-0.6114079804328407,0.1664214167128601,-3.673853957677519,0.00023891932231524706,0.0006609905575601185
MMP11 (4320),4.170007489537055,-0.6116983221403913,0.12372668309089983,-4.943948280671092,7.655602151155159e-07,3.458954207819144e-06
DLGAP1 (9229),1.4496762959678033,-0.6124220876996503,0.2611015377517997,-2.3455322897478,0.01899993277576317,0.035051485111425466
PLOD2 (5352),66.38821360621809,-0.6127980498088323,0.11297057786640086,-5.424403958821278,5.814824449823919e-08,3.215183887303552e-07
GNPTAB (79158),16.986019667209113,-0.6141716078108702,0.04796296695988676,-12.805121257918117,1.5348587401672306e-37,5.040731912499214e-35
OLFML3 (56944),17.795663497134928,-0.6146989987987667,0.22885472749145644,-2.685979029302397,0.007231762755702703,0.014742209760881598
GNB4 (59345),12.046663698242824,-0.6152421600709521,0.08745757066619574,-7.034750169532855,1.9961834531271245e-12,2.4039599660119167e-11
SNPH (9751),1.5182913628528065,-0.6152825216554394,0.10818482085872591,-5.687327637755313,1.2904273718277483e-08,7.955532690454682e-08
PDZRN3 (23024),4.662684813623435,-0.6158231312890406,0.2007012734995831,-3.068356869645472,0.002152394087622977,0.004898273480191802
SLC30A4 (7782),1.5440338485265142,-0.6163598583758814,0.0815145667451477,-7.561346186171948,3.9891895591485036e-14,6.443195103526333e-13
SH2B3 (10019),13.19584460631233,-0.6170632699291497,0.07684387157788768,-8.03009084860729,9.740051362555807e-16,2.0777018901127163e-14
FMNL3 (91010),5.216948962233122,-0.6180781992776302,0.07420362852458974,-8.329487540798766,8.119304083265993e-17,2.0544576174735975e-15
PRPH (5630),3.349690289610834,-0.618150557741423,0.25194201113751885,-2.4535429996389713,0.014145662609787253,0.026937934933641734
STK32A (202374),1.732272345531575,-0.6186739463424342,0.23200239131284575,-2.6666705581847974,0.007660672440267221,0.015542193095028634
CPM (1368),7.981630643489352,-0.6187483363762608,0.14555009485698808,-4.25110225441089,2.1272101431535235e-05,7.3216901084437e-05
ARC (23237),0.9960090598981028,-0.6193705011868943,0.2563230130356597,-2.416367121514475,0.015676246802153807,0.02953512066321891
RNF122 (79845),3.5725790150927232,-0.6198299536196266,0.09045083446460446,-6.8526725849298895,7.2482856843679246e-12,7.863866175387197e-11
PFKFB4 (5210),10.93835050789325,-0.6203725892803986,0.0867845550953953,-7.148421612560815,8.778135250137684e-13,1.14646664526239e-11
CACNA2D3 (55799),1.334618258775553,-0.6221188347039475,0.24453238904238242,-2.54411629126202,0.010955460417214662,0.021458980866919972
HMOX1 (3162),39.59866799625677,-0.6221787653402935,0.10460455872248899,-5.94791252827618,2.715836499447305e-09,1.8860108624355648e-08
GLIPR2 (152007),11.240294600738604,-0.6235168249663963,0.10984764206491379,-5.676196714335778,1.3772239581883624e-08,8.46415535161066e-08
SEMA7A (8482),15.12053929366324,-0.6239176498356507,0.11896474773385843,-5.244559096039492,1.566564897303333e-07,8.046702196510178e-07
ZNF280A (129025),0.3444790360393812,-0.6242265696899084,0.2656406434921929,-2.3498910463535836,0.018778907007260898,0.03469245166558781
DDX1 (1653),102.23943630210991,-0.6242510594547904,0.042933519898882326,-14.539945965880177,6.76460274643237e-48,3.43990960305677e-45
SULT1C2 (6819),2.410370995364892,-0.6247270249012795,0.28122111155964385,-2.2214798221817778,0.02631847988578083,0.04691141077786624
CRTAP (10491),114.75704575089134,-0.6249529891689121,0.05640880112272431,-11.078997899800239,1.586381104456532e-28,2.0839759775543978e-26
EOGT (285203),10.152183508580773,-0.6253303802596146,0.05551987433858578,-11.263180756607296,1.9942813687973037e-29,3.0228703363192975e-27
ZNF697 (90874),3.5782026487482606,-0.625772749928103,0.0977150837717062,-6.404054786363474,1.5130377780326518e-10,1.299810764736061e-09
FBLN2 (2199),9.13332893628576,-0.6267105633208352,0.24672282107229607,-2.5401402294163664,0.011080803084114398,0.021669492596201385
RASIP1 (54922),1.514412015068301,-0.6267551514448361,0.24331109322800454,-2.575941536942213,0.009996754737069857,0.019785165307616977
CLEC11A (6320),21.44692784686375,-0.6267871027141106,0.1848399421720988,-3.390972185711509,0.0006964516882253147,0.001760561964910818
EVC2 (132884),0.7388322068072921,-0.6271643244861796,0.14514075491770723,-4.321076632416395,1.552697332714998e-05,5.507812950701896e-05
RFLNA (144347),3.3383892839656677,-0.627611828922799,0.24967101645684248,-2.5137552521291013,0.011945330048369795,0.023167591397945553
CAMK1 (8536),10.370934410483088,-0.6277664770668543,0.10312328950644185,-6.087533476399036,1.1466340628643899e-09,8.522177919374936e-09
GSTM2 (2946),17.836866535275245,-0.6278530076131402,0.12199686588223035,-5.1464683381230305,2.654362407772244e-07,1.3015044788840327e-06
PLAGL1 (5325),11.296528408021189,-0.62840402143718,0.12274832493351465,-5.119450890898499,3.064265478275301e-07,1.4886003389686239e-06
NAV1 (89796),10.575079128749602,-0.628653240534384,0.09170785789359291,-6.854955016655167,7.133496260223394e-12,7.74999552351217e-11
IQGAP2 (10788),8.131856433337187,-0.6286717791745784,0.17481725985500857,-3.596165388337465,0.000322942522019534,0.0008708289286890068
B4GALNT1 (2583),12.502148206086677,-0.6295732165786582,0.11951663141624672,-5.267661990790312,1.3817221825197594e-07,7.179126066328769e-07
SPOCD1 (90853),9.12349551177043,-0.6298336135129293,0.17361960816132832,-3.6276640650385774,0.0002859970398173254,0.0007782595090074776
PCDHGC3 (5098),37.22311307433644,-0.6301537991251529,0.09615926842598381,-6.553229963580661,5.630570514240191e-11,5.172512446764708e-10
REEP2 (51308),6.329212850531293,-0.63031764210225,0.12475410495163794,-5.052480175675169,4.361096341974411e-07,2.0595662892416e-06
B4GALT6 (9331),4.648763339869581,-0.6306858208716004,0.08735327108937865,-7.2199450919965145,5.200856962890737e-13,7.055620409897554e-12
EYA1 (2138),2.4722123900392514,-0.630751153722237,0.21079729650445322,-2.9922165235592195,0.002769597513384815,0.006173633371181876
PDK4 (5166),2.945114860305312,-0.6308072783035813,0.21333285100052388,-2.9569158024425986,0.0031073295599422946,0.006847070615450144
PTPRB (5787),1.541384971248608,-0.6317161599998388,0.16584755577504615,-3.80901700388453,0.00013952036392614716,0.00040579317655567963
MSC (9242),12.352947357725187,-0.6326620645357721,0.19934116050959833,-3.1737653323499604,0.0015047529643701565,0.0035451988836244426
RASGRP1 (10125),1.5161652037910598,-0.6337915971615983,0.24152952335288144,-2.624075054524953,0.008688463669528496,0.017414487131143953
SHISA4 (149345),13.77783892531217,-0.6338992833343149,0.09198783046520022,-6.891121142096338,5.535437315967386e-12,6.162474141872166e-11
BBS12 (166379),1.3422443253613965,-0.6339177396465727,0.07576260648207123,-8.367158537458524,5.902426036262203e-17,1.5404941065502878e-15
BEND5 (79656),1.7803717350652695,-0.634359794314928,0.20412282748691477,-3.1077356811334265,0.0018852659808728264,0.004341123710557878
SDCBP (6386),140.88794446493137,-0.6345588507545561,0.05895900058682441,-10.76271382551829,5.1627011356225324e-27,5.6912462029338185e-25
TRAM2 (9697),22.401636034407307,-0.6346023191925496,0.07048206993606607,-9.003741231893363,2.181539497609642e-19,8.491305837115654e-18
TRIM58 (25893),3.272268306241116,-0.6346948118865575,0.23715467064888615,-2.6762905834827104,0.0074442071388319975,0.015143951650090024
FRMD6 (122786),33.54111050149606,-0.6357616427279186,0.10967256748821827,-5.796906713214462,6.754924035511547e-09,4.360549651752827e-08
NRN1 (51299),15.461574210590848,-0.6364153002722955,0.18804227461841905,-3.3844267283180245,0.0007132705352431701,0.0017993273671904838
NTN4 (59277),26.753994265548666,-0.6364866327167753,0.13582968809303814,-4.685916912956514,2.7870932230658035e-06,1.1420779196363225e-05
TLE4 (7091),9.615198685219735,-0.6367082787166042,0.09491154615874363,-6.708438588195396,1.9671792537775787e-11,1.9552719896941835e-10
SYNPO (11346),10.317984198180389,-0.6369382000958878,0.12200440314703202,-5.220616499621657,1.7832848356748382e-07,9.050773390076673e-07
PLEKHO1 (51177),19.269376567352918,-0.6376730151007515,0.09060289643724236,-7.038108495156627,1.9486693673796597e-12,2.3554925377870697e-11
SLC7A8 (23428),12.870017750503616,-0.6378882215275046,0.18623776980751985,-3.425128115455709,0.0006145095705108124,0.0015715653584575675
CYP2U1 (113612),3.0838775810496197,-0.6382375207496512,0.07701415523826756,-8.287275485591739,1.1587204466822998e-16,2.840757250622049e-15
RBPMS2 (348093),3.4530470786086496,-0.6384631047447776,0.1514346887007518,-4.216095468102665,2.4856856434456686e-05,8.448544304285795e-05
NBEA (26960),3.1782707656107747,-0.6390451679309412,0.1068447106276928,-5.981065081993013,2.2168327171278604e-09,1.5600960246787316e-08
IFI16 (3428),83.85705613943664,-0.6390600056334119,0.10823456328288117,-5.904398615839274,3.539354473304012e-09,2.4070053458655933e-08
KIRREL1 (55243),27.19472943743839,-0.6395642800690066,0.11154950080589265,-5.733457123953541,9.840395037156403e-09,6.182701768263592e-08
C1QTNF3 (114899),2.7150777134743374,-0.6401142122906596,0.12451528609920766,-5.140848423868601,2.7350063294870646e-07,1.3389639682619282e-06
ELMOD1 (55531),0.8320917796718859,-0.6423887646806125,0.28386669914486584,-2.262994449915317,0.023636031419877145,0.04268022901522833
RUSC2 (9853),7.661865283309501,-0.642506649407449,0.07736129588702684,-8.305272579013177,9.959055103212098e-17,2.4762546474295822e-15
OSTM1 (28962),18.163438893447378,-0.6435105654541375,0.06230278087507139,-10.328761516191314,5.223057457033555e-25,4.4506096082528086e-23
MUSTN1 (389125),0.5916065842022411,-0.6438103241304323,0.24916037425638826,-2.5839193975039776,0.009768462033478403,0.019372252546956036
PTGER4 (5734),4.0451199547888095,-0.6439139081094688,0.135108272812407,-4.765910293320974,1.880028977998137e-06,7.894719448365111e-06
S1PR3 (1903),5.036543005208573,-0.6441368550579136,0.14292682381078584,-4.506759738190617,6.582509603571446e-06,2.4991975286777525e-05
EVI2B (2124),7.285018427444681,-0.6442660530417504,0.20802146161552085,-3.0971133845435905,0.0019541511379808866,0.004485982021134513
RAB23 (51715),10.623014569359626,-0.6445877579406887,0.06295413678638188,-10.23900558160182,1.325921328891839e-24,1.0829960532979767e-22
ZFPM2 (23414),0.9874295404300883,-0.645299871041029,0.21532441564757374,-2.996872737819039,0.002727645556563838,0.006085282274790878
FAXDC2 (10826),4.015546898456531,-0.6478474424063984,0.12536167586686456,-5.167826913022599,2.3683148033753046e-07,1.1750149839752606e-06
ZNF154 (7710),0.32394315909052296,-0.6479876862915809,0.2821782799525607,-2.296376908954578,0.02165434008458102,0.03943156025104946
PTGFR (5737),1.5649241951564377,-0.6485374070942426,0.24603854033963618,-2.6359179590278394,0.008391001634652166,0.016880519368128732
HLF (3131),0.6604379807062061,-0.6487241597912253,0.2529629083527884,-2.564503088676141,0.010332365973218077,0.0203981737259624
NPR2 (4882),6.877035065620015,-0.6493457829324593,0.0854859557512914,-7.595935229660807,3.0557735289869434e-14,5.011880055810501e-13
IL6ST (3572),31.20598954952891,-0.6495637694315298,0.07310972119183985,-8.88477973711697,6.404753535927209e-19,2.289445232207631e-17
TPM1 (7168),349.65601249727473,-0.6496542722088072,0.09730725556068771,-6.676318928793924,2.450184593667596e-11,2.384241353986172e-10
RASSF2 (9770),5.372703443742987,-0.6497101316578854,0.1743501671909827,-3.7264669264480523,0.0001941825385678096,0.0005492721223726808
ACOX2 (8309),3.065475045719144,-0.650138703141808,0.18067098371979623,-3.5984677215800858,0.0003200975693605832,0.0008638291161729137
AGAP2 (116986),2.5323133717588324,-0.6503856385153677,0.17457935469592906,-3.7254441663400977,0.00019497160645629558,0.0005513062608389316
C20orf204 (284739),0.5523761577588343,-0.6507161235083126,0.2563166498437612,-2.5387196809296593,0.011125892845079604,0.0217414868984548
APOBEC3G (60489),12.37049536659421,-0.6507574408771775,0.13500553014799196,-4.820228031872638,1.4339422080212499e-06,6.162667657373769e-06
LAMC1 (3915),90.91629154306293,-0.6507873513996021,0.07446701156997193,-8.739270418930381,2.346206550832618e-18,7.57901640723881e-17
CCNI2 (645121),0.9932514356288816,-0.6508114071365915,0.21184852130615067,-3.0720601830214247,0.0021258685893401482,0.004842802376063309
ADCY4 (196883),0.49523201796783956,-0.6508957767151233,0.27364963813094934,-2.3785734969751746,0.017379771849351987,0.03238471908193673
CLIC4 (25932),114.89871550600927,-0.6514443975537229,0.06193203658092368,-10.518698132952743,7.084568656844509e-26,6.893897549783755e-24
P2RX6 (9127),1.270668196038278,-0.6515431240109908,0.16955199254944556,-3.842733513267234,0.00012167155776967532,0.0003580418959643759
ST3GAL5 (8869),12.60789244146723,-0.652432234389772,0.0929453605753442,-7.019524485688467,2.2262460085026964e-12,2.652648683147128e-11
LDLRAD4 (753),4.296642576276602,-0.6533661608382235,0.19120491470753037,-3.4170991987189305,0.0006329221291463029,0.0016139411911779873
CYFIP2 (26999),22.837577816489866,-0.653497452383705,0.11337154342554692,-5.764210600280557,8.204092006661384e-09,5.204398647606039e-08
PCDHGB4 (8641),0.8004141300833627,-0.6537048725956647,0.2516823297505661,-2.597341153205033,0.009394856269911645,0.018697199121182576
ASAH1 (427),93.34736888976575,-0.6557192677397575,0.06030270530813873,-10.873795203533906,1.536725218682687e-27,1.7554301700952084e-25
RASSF4 (83937),5.792007514157637,-0.6565444873553956,0.12484972290715825,-5.258677969542796,1.450947216143511e-07,7.494342043016484e-07
GMFG (9535),58.66973592992101,-0.6566326770394983,0.2698427379484038,-2.433390211023771,0.014958170952177538,0.028335367663314705
TDRD3 (81550),9.059046240029641,-0.6578447549198649,0.05522234548705466,-11.912655087677837,1.0168687889263138e-32,2.2263777206436685e-30
RGL1 (23179),4.866778673143946,-0.6581222529744065,0.11362265302075716,-5.792174671842748,6.948082449247779e-09,4.470594764487428e-08
TMEM200B (399474),3.296410839180449,-0.6583279726910922,0.15239645228866572,-4.319837914888616,1.561438435056107e-05,5.530715021554026e-05
FLI1 (2313),8.074936830699523,-0.6584200998469856,0.17427122290431893,-3.778134386584764,0.0001580076119411436,0.00045428269097942507
MATN2 (4147),23.033685913131578,-0.6584740584957334,0.12479623904538835,-5.2763934516988655,1.3175105771225962e-07,6.868133841852052e-07
BCAS3 (54828),10.837348351572789,-0.6589588402357693,0.0682436407611586,-9.655974283992492,4.637300243686495e-22,2.707496334869404e-20
CD59 (966),387.7359196663992,-0.6589937760164006,0.07403102745723535,-8.901588950620388,5.505281616373047e-19,2.013579104420063e-17
GMPR (2766),9.897424249452024,-0.6592561979937502,0.14499609832761245,-4.546716812366834,5.448923504662453e-06,2.1073805232458023e-05
ZNF671 (79891),1.9839200816968852,-0.6598730422829617,0.10729262463177608,-6.150218102573398,7.737646937281919e-10,5.932697778176662e-09
CARD16 (114769),15.657143829464589,-0.6600402684044453,0.13589573996205662,-4.856960700819134,1.1920124054681085e-06,5.193721271365191e-06
ADGRD1 (283383),1.2848590956431432,-0.6605357864993522,0.2721294724866641,-2.427284999539042,0.015212300420985037,0.028767598828743777
ANKRD44 (91526),3.02722117346786,-0.6605954130858475,0.10261971390107223,-6.437314897629482,1.2160548100219087e-10,1.0608681806964787e-09
DNAJB4 (11080),20.840613225317156,-0.6628288236909469,0.06443024878332851,-10.287540964182268,8.019832357386439e-25,6.689134247716393e-23
CA11 (770),14.027880854294413,-0.6632769933338859,0.08041274648206603,-8.248406158864535,1.6052099629237562e-16,3.857397843830807e-15
C3orf18 (51161),4.11889880634069,-0.6635176995677813,0.098030275634802,-6.768497744917326,1.3012641692152003e-11,1.345123171377601e-10
GAB1 (2549),5.930907687308878,-0.6648337498571955,0.07787148950741657,-8.537575870998024,1.3706697033996144e-17,4.03873592605449e-16
PRKY (5616),1.0336386386723402,-0.6649578204229621,0.17963262417977055,-3.7017653305420386,0.00021410459990537888,0.0005990672546873257
CAVIN1 (284119),101.78837178319586,-0.665353778394434,0.1223238364593153,-5.439281481461133,5.349587837430133e-08,2.9830528004686454e-07
MFAP2 (4237),26.26111696193296,-0.6654340799694144,0.15690356843038092,-4.24103853485443,2.2248793089273797e-05,7.626222532274672e-05
VASN (114990),11.316197558620235,-0.665624933114784,0.14388525668875465,-4.626081562717926,3.7264859818753206e-06,1.4856936018786686e-05
GPR161 (23432),5.496681349054804,-0.6667082581647019,0.08691623070723357,-7.670699163317668,1.710613287590295e-14,2.8871635830378386e-13
NREP (9315),60.78193271310244,-0.6671646822784849,0.10769770892113782,-6.194789926005014,5.836281821812634e-10,4.577270977067382e-09
EVA1B (55194),7.298243812279625,-0.6676735755824843,0.11462405542559574,-5.8248992596138045,5.714706088593926e-09,3.747363842786799e-08
EN2 (2020),0.9207427791327358,-0.6678044420970141,0.23120002673653087,-2.8884271836958972,0.003871736604895232,0.008342544537939919
S1PR1 (1901),3.76091924784216,-0.6681102444729881,0.19897380547997903,-3.357779899024015,0.0007857114979662119,0.0019635313972636913
EPB41L3 (23136),11.287609810002287,-0.6682247429605919,0.206831678174297,-3.230765948712552,0.0012345898999916716,0.002965423614729348
GLRX (2745),73.73017453042537,-0.6684575760672767,0.07776924582390171,-8.595397434879485,8.297710827631728e-18,2.5058450859537656e-16
SLFN12 (55106),5.402126762346384,-0.6684626116149791,0.1097591877308386,-6.090265657342905,1.1272347643220557e-09,8.385903173559644e-09
CBLN3 (643866),1.3445344434494912,-0.6686461334613553,0.12217768727584188,-5.472735229893047,4.431419543355999e-08,2.5056276069391665e-07
GRIK2 (2898),1.9363339775208015,-0.6687739887554209,0.204055090097486,-3.2774188011478587,0.001047608571778145,0.002555237741839808
MDGA2 (161357),0.31565719895065597,-0.6693423511049474,0.276598304411024,-2.419907643794907,0.015524449436529494,0.029277116989765636
BACE2 (25825),41.744872957449786,-0.670648395765724,0.1109568914799207,-6.044224804973811,1.5013006266653892e-09,1.091628370791199e-08
PLPP4 (196051),3.3735245718100697,-0.6706859832441794,0.20832886563089945,-3.219361758693813,0.0012847629119958875,0.003073293254127947
SPP1 (6696),176.86256151009627,-0.6710290149448059,0.21193016424089203,-3.1662742174921155,0.0015440516090022968,0.003624784745243813
GBE1 (2632),31.03052616078509,-0.6712089832881298,0.06396878326844017,-10.492758326689628,9.326518706876357e-26,8.80378687995203e-24
NNAT (4826),4.047473307473423,-0.6717144279399272,0.18049965480973365,-3.7214166899542698,0.00019810822560833343,0.0005591724384046139
IL1R1 (3554),9.756862811963861,-0.6719955355232025,0.14838788785711055,-4.528641422339655,5.936414265870707e-06,2.2725020516557993e-05
USP51 (158880),0.4275859282254115,-0.6720802333994778,0.17705780342543323,-3.795823851855928,0.00014715395880043666,0.0004263435042326932
TENM4 (26011),2.083829625105863,-0.672452917539324,0.21012906547677354,-3.200189921434991,0.0013733705720588157,0.0032669242737900653
KANK3 (256949),0.2766844948263291,-0.6728391519710395,0.2649686731276895,-2.5393158520546897,0.011106949913331578,0.021709852254650837
ENPP1 (5167),3.557450627471461,-0.6730834293773276,0.14175838808201563,-4.7481030116391345,2.0533345362784822e-06,8.583602659743833e-06
JAZF1 (221895),5.518170070917546,-0.6731905736108516,0.08868077293075301,-7.591167187238174,3.170365698339319e-14,5.18440299467023e-13
SH2D3C (10044),3.1939476936060256,-0.6741194374055971,0.2653759671932147,-2.540242978802918,0.011077548010666596,0.021665814744435262
SAMD14 (201191),1.559279618843629,-0.6748980914806756,0.190060646508854,-3.5509617791878627,0.00038382615210291813,0.0010224122105019265
PEA15 (8682),171.893220260005,-0.6751343378487092,0.0597484460318412,-11.299613340385722,1.3179700977706552e-29,2.0369098648290794e-27
FAM189A2 (9413),0.9653159018514963,-0.6751741710615613,0.18637121652815652,-3.6227384444826947,0.00029150054062323085,0.0007922783659283812
GLMP (112770),45.21676104717989,-0.6755502839573527,0.07293816475551992,-9.261958896576534,2.0071546000617892e-20,9.473288956698817e-19
NR4A1 (3164),15.947614521076243,-0.6758077167044307,0.09627906109128184,-7.019259525845394,2.2304714376928574e-12,2.6556761135793205e-11
WIPF1 (7456),17.596960485206456,-0.6761143024550156,0.11579471217927234,-5.8389048146538975,5.25450772318971e-09,3.4649743267450266e-08
LSAMP (4045),2.1524903065666563,-0.6767690062148873,0.2237849416300748,-3.024193680259384,0.002492967849564962,0.005603756620639107
GPRASP1 (9737),0.836076144823396,-0.6767953220130972,0.1843286831349765,-3.671676651199787,0.0002409644341087451,0.0006657138694865505
GUCY1B1 (2983),2.903100357338173,-0.6768288695186593,0.16350825856572326,-4.139417026734483,3.48189503489015e-05,0.00011466177842074017
PLXDC1 (57125),1.1327858797240622,-0.6768896339589795,0.25649069375612776,-2.6390416901541407,0.008314075582667148,0.016744130327217787
TBX18 (9096),2.8541750897606186,-0.6772248761616602,0.16608619102853361,-4.077550770282358,4.55125938817115e-05,0.0001461520737321858
INSYN2B (100131897),1.5412290235672383,-0.6785880762914946,0.2202043697554164,-3.0816285664322214,0.0020587155058872045,0.00470614722082452
TP53INP1 (94241),6.9968083995734425,-0.679773978420653,0.0859871206462,-7.905532518266665,2.667906123676913e-15,5.276897381887435e-14
MSR1 (4481),0.9042760087459942,-0.6800177042490553,0.26150123997479446,-2.6004377811539277,0.009310490077700366,0.018546093092623894
EDIL3 (10085),29.380675216035186,-0.6801864020763561,0.19996823594431526,-3.4014722331488993,0.0006702393704292861,0.0017005719355298995
LHX9 (56956),0.7239349037786111,-0.6812702295289125,0.3041879006938124,-2.2396361853151463,0.02511455154072664,0.045009753352434595
VAT1 (10493),98.238604606944,-0.6818064043492504,0.06147567379996259,-11.090669889488309,1.3924110760440208e-28,1.8445351430889028e-26
NCALD (83988),5.730519454092467,-0.6818376886598876,0.1785452555390943,-3.8188507815632895,0.00013407483005783313,0.0003913267211686135
LSP1 (4046),21.50601747069907,-0.6825364648517744,0.2478221053370949,-2.7541387557956876,0.00588468135112606,0.012218930034134773
ITPR1 (3708),11.407119087437284,-0.6835936064429212,0.09103410266527963,-7.509203544922112,5.948816988236117e-14,9.368346753501913e-13
KAT2B (8850),6.418536744359454,-0.6836881440974137,0.07046755607209909,-9.702169086123778,2.951559680749228e-22,1.775892626234001e-20
RNF157 (114804),7.725391878327383,-0.6843539043615193,0.1181219662157596,-5.793621002815768,6.888481313418852e-09,4.439493844020228e-08
SOCS1 (8651),2.2673568381255444,-0.6846774358285826,0.16722022572710812,-4.094465444305338,4.2314351421457874e-05,0.00013680614272830203
CHST6 (4166),0.8382466762671531,-0.684716759594856,0.21446613821288832,-3.1926567303374327,0.0014097041896767141,0.003344255356819221
LURAP1 (541468),0.5497432255877631,-0.6857743022861529,0.15539532403054393,-4.413094837727289,1.0190333004707072e-05,3.733789150479276e-05
CNTN4 (152330),0.9254879939393826,-0.6858847730583263,0.2731773237450416,-2.5107675983328233,0.012046897747563866,0.0233358682836811
HSD17B14 (51171),5.7178571668808775,-0.6884977620731354,0.13293788124662662,-5.179093841550197,2.2296629430506304e-07,1.1133483254434633e-06
TICAM2 (353376),1.4190080478148086,-0.6887182439907792,0.13555696629930877,-5.080655482287016,3.761347299782958e-07,1.7984191335692615e-06
EBF3 (253738),1.7906894596388965,-0.6908722870095098,0.253955025676588,-2.7204513286117686,0.006519286830754293,0.013407702230921156
TLR4 (7099),2.4596465578750824,-0.6911874795149638,0.1848689911977709,-3.7387961877042906,0.0001849035544867029,0.000524720005927702
SEPTIN11 (55752),66.07702627604586,-0.6920891151142647,0.05598413224750305,-12.362237072007714,4.1834993606370577e-35,1.099144732018043e-32
VGLL3 (389136),4.9862116104861585,-0.6928467684166122,0.18732782652711202,-3.698579016590129,0.00021680985709131545,0.0006062062056026067
ATP2B4 (493),29.95730261041569,-0.6928525332737291,0.0711475084455589,-9.73825434525076,2.070809721807401e-22,1.2954065259750743e-20
LIMS4 (100288695),2.53667620068166,-0.6936312689539995,0.18535726541853031,-3.7421315392617815,0.00018246595660583565,0.000518273534754433
HAAO (23498),2.3028782523184814,-0.693961654405814,0.26064959302608814,-2.6624313752001756,0.007757838660740292,0.01572313816506942
NDN (4692),5.803995508837357,-0.6940446538542451,0.2047234254980819,-3.3901574876723024,0.0006985248223295606,0.0017643879665443349
DIRAS1 (148252),4.476428028609705,-0.6953814217583036,0.14462261658270747,-4.808248102471756,1.5225872792883185e-06,6.518757705242003e-06
CIITA (4261),5.049983683779002,-0.6961062525628341,0.21533398812555127,-3.2326817453311962,0.001226341003903716,0.0029474065536725384
CACNA2D1 (781),5.5631153140026335,-0.6970759573062802,0.14204484944807177,-4.907435644550524,9.227491873191192e-07,4.106780968068491e-06
RFTN1 (23180),18.617681141124745,-0.69817017629326,0.12781643701701179,-5.462287891817362,4.700369861529833e-08,2.6453634593772327e-07
GPC3 (2719),7.598966994397129,-0.698911846464742,0.2615653918212221,-2.672034865156942,0.007539281467916864,0.01531759673414634
IZUMO4 (113177),2.2156744529175554,-0.6990335712166101,0.12453780422999412,-5.613023093980746,1.988220522594824e-08,1.1849643976629416e-07
APOLD1 (81575),4.789930906758081,-0.7000172863446935,0.09315723404533574,-7.514363146548816,5.718863678933903e-14,9.033283270011428e-13
CELF2 (10659),8.486518420018427,-0.7002505983343607,0.16397503792242094,-4.2704707204620975,1.9506082931948556e-05,6.772993201304781e-05
